Item#,Department,Event Part of the day,hour 1,hour 2,hour 3,hour 4,hour 5,hour 6,hour 7,hour 8,hour 9,hour 10,hour 11,hour 12,hour 13,hour 14,hour 15,hour 16,hour 17,hour 18,hour 19,hour 20,hour 21,hour 22,hour 23,hour 24,Total sales
582,Skirts,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,106
583,Skirts,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,132
584,Skirts,Afternoon,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,61
585,Skirts,Afternoon,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,62
586,Skirts,Morning,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,59
587,Polos&Tees,Afternoon,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,115
588,Skirts,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,60
589,Polos&Tees,Morning,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,100
590,Skirts,Morning,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,82
591,Polos&Tees,Afternoon,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,59
592,Polos&Tees,Afternoon,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,60
593,Polos&Tees,Morning,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,62
594,Polos&Tees,Morning,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,58
595,Skirts,Afternoon,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,85
596,Skirts,Afternoon,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,62
597,Skirts,Morning,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,68
598,Skirts,Afternoon,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,133
599,Skirts,Afternoon,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,68
600,Skirts,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,125
601,Polos&Tees,Morning,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,81
602,Skirts,Afternoon,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,135
603,Skirts,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,105
604,Polos&Tees,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,68
605,Skirts,Afternoon,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,64
606,Polos&Tees,Morning,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,58
607,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,75
608,Skirts,Morning,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,57
609,Skirts,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,121
610,Polos&Tees,Afternoon,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,116
611,Skirts,Morning,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,123
612,Polos&Tees,Afternoon,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,68
613,Skirts,Morning,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,113
614,Polos&Tees,Morning,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,70
615,Skirts,Afternoon,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,75
616,Skirts,Afternoon,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,97
617,Polos&Tees,Afternoon,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,93
618,Polos&Tees,Morning,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,82
619,Polos&Tees,Afternoon,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,55
620,Skirts,Afternoon,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,145
621,Polos&Tees,Morning,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,62
622,Polos&Tees,Morning,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,72
623,Skirts,Morning,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,124
624,Polos&Tees,Morning,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,75
625,Skirts,Morning,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
626,Skirts,Morning,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,69
627,Polos&Tees,Afternoon,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,89
628,Skirts,Morning,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,94
629,Polos&Tees,Morning,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,105
630,Polos&Tees,Morning,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,73
631,Polos&Tees,Morning,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,93
632,Skirts,Morning,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,64
633,Polos&Tees,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,63
634,Polos&Tees,Afternoon,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,76
635,Skirts,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,61
636,Skirts,Morning,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,94
637,Skirts,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,57
638,Skirts,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,99
639,Polos&Tees,Morning,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,103
640,Polos&Tees,Morning,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,55
641,Polos&Tees,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,71
642,Polos&Tees,Afternoon,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,72
643,Skirts,Morning,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,55
644,Skirts,Afternoon,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,99
645,Polos&Tees,Morning,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,78
646,Skirts,Morning,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,61
647,Polos&Tees,Morning,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,58
648,Polos&Tees,Morning,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,53
649,Polos&Tees,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,74
650,Skirts,Morning,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,56
651,Skirts,Morning,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,59
652,Polos&Tees,Afternoon,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,208
653,Polos&Tees,Morning,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,74
654,Polos&Tees,Afternoon,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,116
655,Polos&Tees,Afternoon,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,109
656,Skirts,Morning,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,78
657,Polos&Tees,Afternoon,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,60
658,Polos&Tees,Morning,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,104
659,Skirts,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,64
660,Skirts,Morning,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,65
661,Skirts,Morning,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,100
662,Polos&Tees,Morning,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,81
663,Skirts,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,162
664,Skirts,Afternoon,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,77
665,Polos&Tees,Afternoon,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,61
666,Polos&Tees,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,102
667,Skirts,Afternoon,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,74
668,Skirts,Morning,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,107
669,Polos&Tees,Afternoon,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,98
670,Polos&Tees,Afternoon,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,75
671,Skirts,Afternoon,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,86
672,Skirts,Morning,0.12,0.12,0.12,0.07,0.03,0.02,0.05,0,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0,0,0,0,0,0,0,73
673,Polos&Tees,Afternoon,0.14,0.18,0.15,0.07,0,0,0.15,0.09,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0,0,0,0,0.01,0.01,0,0,148
674,Polos&Tees,Morning,0.14,0.13,0.07,0.06,0.11,0.1,0.08,0,0,0.08,0,0,0.05,0.07,0,0,0,0,0,0.01,0,0,0,0,73
675,Skirts,Afternoon,0.3,0.16,0.06,0.1,0.05,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0,0,0,0,0,0,0,0.02,0,0.02,53
676,Polos&Tees,Morning,0.26,0.12,0.07,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.02,0.04,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0.02,86
677,Polos&Tees,Afternoon,0.22,0.11,0,0.08,0,0.05,0,0.05,0,0.02,0.04,0,0.04,0,0.02,0.01,0,0,0,0,0,0,0,0,92
678,Skirts,Afternoon,0.34,0.09,0.13,0.03,0.06,0.03,0.01,0.05,0.03,0.06,0.03,0.03,0.01,0.01,0.01,0,0.01,0,0,0,0,0,0,0,78
679,Skirts,Afternoon,0.32,0.17,0.11,0.08,0.05,0.03,0.03,0.02,0.01,0.05,0.01,0.04,0.03,0,0,0.01,0.01,0,0,0,0,0,0,0,101
680,Skirts,Afternoon,0.21,0.14,0.06,0.09,0.04,0.1,0.02,0.03,0.02,0.03,0.02,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0.03,58
681,Polos&Tees,Morning,0.52,0.16,0,0.11,0.06,0,0,0.03,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
682,Polos&Tees,Afternoon,0.38,0.15,0.11,0.05,0.06,0.04,0.02,0,0.04,0.09,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,81
683,Skirts,Afternoon,0.21,0.08,0.11,0.13,0.06,0,0.09,0,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.03,0.03,0.03,0,0,0,56
684,Skirts,Morning,0.24,0.09,0.06,0.05,0.07,0.06,0.05,0.08,0.03,0.03,0.04,0.03,0,0.02,0.01,0.01,0,0.05,0,0,0,0.01,0.01,0,76
685,Polos&Tees,Afternoon,0.31,0.18,0.1,0.06,0.03,0.01,0.08,0.06,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0,0,0,0,107
686,Skirts,Afternoon,0.33,0.09,0,0.14,0.04,0.12,0,0.13,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0,0,0,0,0,0.01,0,55
687,Polos&Tees,Afternoon,0.28,0.19,0.02,0.15,0.02,0.04,0.09,0.07,0.05,0,0,0.02,0.02,0.02,0,0,0,0,0,0.01,0.01,0.01,0,0,106
688,Skirts,Morning,0.4,0.15,0.1,0.05,0.12,0,0,0.01,0.03,0.03,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.01,0,0,0,0,65
689,Polos&Tees,Morning,0.15,0.11,0.02,0.15,0.04,0.05,0.15,0.07,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0.01,0,0,100
690,Skirts,Afternoon,0.4,0.18,0.03,0.17,0.12,0,0.01,0.04,0.04,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,118
691,Polos&Tees,Morning,0.17,0.13,0.09,0.07,0.06,0.05,0.04,0.04,0.04,0,0.05,0,0.03,0,0.01,0.01,0,0,0,0,0,0,0,0.02,113
692,Polos&Tees,Morning,0.3,0.14,0.09,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0,0.04,0.03,0,0.01,0.01,0,0,0,0,0.01,0,0,0,85
693,Polos&Tees,Morning,0.31,0.12,0.06,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,85
694,Skirts,Morning,0.26,0.14,0.08,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0,0.03,0.02,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,120
695,Skirts,Afternoon,0.3,0.14,0.08,0.06,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,72
696,Polos&Tees,Morning,0.27,0.15,0.09,0.07,0.04,0.04,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.03,0.04,0.02,0,0.01,70
697,Skirts,Morning,0.32,0.14,0.09,0.07,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0,0.02,0.01,0.01,0.01,0,0,0,0,0,0,0.02,63
698,Skirts,Afternoon,0.23,0.14,0.09,0.07,0.07,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0,0,0,0.01,0.02,0.02,0,69
699,Skirts,Morning,0.27,0.22,0.02,0.02,0.08,0.03,0.04,0.05,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,82
700,Polos&Tees,Morning,0.38,0.12,0.08,0.01,0.08,0,0.11,0,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0,0,0.06,0,0,0.01,0,0,107
701,Skirts,Afternoon,0.28,0.11,0.14,0.07,0.03,0,0.08,0,0.03,0.07,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,76
702,Skirts,Afternoon,0.15,0.15,0.08,0.05,0.13,0.03,0.07,0.07,0.04,0.02,0.04,0.05,0.04,0.04,0.01,0.01,0,0,0,0,0.01,0.01,0,0,187
703,Polos&Tees,Afternoon,0.28,0.15,0.06,0.12,0.08,0.05,0.01,0.02,0.03,0,0.03,0,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.01,0,0,77
704,Skirts,Morning,0.18,0.18,0.02,0.03,0,0.04,0.05,0.01,0.01,0.05,0.01,0.04,0.03,0,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0,0.01,58
705,Skirts,Afternoon,0.12,0.08,0.06,0.05,0.08,0.03,0.01,0,0.02,0.06,0.05,0.01,0.04,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.03,0,108
706,Skirts,Morning,0.29,0.04,0.13,0.09,0,0.06,0,0.06,0.04,0.05,0.05,0.04,0.03,0.02,0.01,0.01,0,0,0,0.01,0.05,0.02,0,0,68
707,Polos&Tees,Morning,0.11,0.1,0,0.13,0.06,0.07,0.03,0.09,0.03,0.03,0.04,0.04,0.03,0,0,0,0,0,0,0,0,0.01,0,0,90
708,Polos&Tees,Afternoon,0.26,0.2,0.05,0.04,0,0.09,0.07,0.1,0.05,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0,0,0,0.02,0,0,0,106
709,Polos&Tees,Afternoon,0.22,0.14,0,0.16,0.02,0.06,0,0.23,0.04,0,0.06,0.03,0.03,0,0.01,0,0,0,0,0,0,0,0,0,101
710,Skirts,Morning,0.2,0.12,0.08,0.08,0.06,0.04,0.04,0.03,0.03,0.07,0.05,0.04,0.04,0,0.01,0.01,0,0,0,0,0.01,0,0.02,0.02,54
711,Polos&Tees,Morning,0.29,0.13,0.08,0.07,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,142
712,Skirts,Afternoon,0.29,0.12,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0,0.04,0.03,0.02,0.02,0.01,0.01,0,0,0.01,0.01,0,0.02,0.02,65
713,Polos&Tees,Afternoon,0.3,0.14,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0,136
714,Polos&Tees,Afternoon,0.28,0.13,0.08,0.07,0.06,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,82
715,Skirts,Morning,0.31,0.14,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,83
716,Skirts,Afternoon,0.14,0.1,0.08,0.05,0.03,0.05,0.06,0.1,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.04,0.04,0.02,0.05,0.03,0.03,0,51
717,Skirts,Morning,0.24,0.13,0.09,0.07,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0,0,0,0,0.01,0.01,0,0,88
718,Skirts,Afternoon,0.26,0.22,0.08,0.08,0.09,0,0.04,0,0.06,0.03,0.03,0,0.01,0,0.03,0,0.05,0,0.01,0,0,0,0,0,122
719,Polos&Tees,Afternoon,0.29,0.16,0.08,0.01,0.06,0.07,0.03,0.03,0.06,0.01,0.04,0.02,0,0,0.02,0,0,0.03,0.02,0.02,0.04,0.01,0,0,82
720,Polos&Tees,Morning,0.28,0.18,0.12,0,0.05,0.05,0,0.08,0,0,0.05,0.07,0,0,0,0,0.04,0,0,0,0,0,0.02,0,102
721,Polos&Tees,Morning,0.33,0.22,0.05,0.03,0.08,0.01,0.05,0,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0,0,0,0,0.05,90
722,Polos&Tees,Morning,0.31,0.15,0.05,0.03,0.13,0.09,0.03,0.03,0,0,0,0,0,0.01,0.02,0.09,0,0.02,0.01,0,0,0,0,0,75
723,Skirts,Morning,0.35,0.11,0,0.17,0,0.02,0,0.12,0,0,0,0,0,0,0.03,0.02,0.03,0,0,0.08,0,0.05,0,0,51
724,Polos&Tees,Morning,0.38,0.15,0.13,0.05,0,0.05,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,88
725,Polos&Tees,Afternoon,0.43,0.11,0.1,0.01,0.11,0.1,0.02,0.01,0.02,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,62
726,Skirts,Morning,0.17,0.17,0.12,0.03,0.02,0,0.07,0.06,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.02,0,0,0.01,0.01,0.02,0,0,0,136
727,Polos&Tees,Morning,0.17,0.15,0.05,0.14,0.1,0.01,0.07,0.08,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0,0,0,0,0,0,0,56
